"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","cellType"
"Cell3463",11531,18994,18745,1303,13583,1605,"Batch4"
"Cell3464",7513,17347,16006,1512,10432,1265,"Batch4"
"Cell3465",12677,23259,17310,1909,13058,1826,"Batch4"
"Cell3466",6160,10938,10173,932,9455,966,"Batch4"
"Cell3467",11751,26845,17869,1807,16528,1474,"Batch4"
"Cell3468",9440,18754,13978,1361,10827,1179,"Batch4"
"Cell3469",7402,15235,12777,994,8741,1052,"Batch4"
"Cell3470",7995,20488,9975,1559,9760,1010,"Batch4"
"Cell3471",7113,16410,13546,926,9413,989,"Batch4"
"Cell3472",12506,19899,19603,1734,15573,1583,"Batch4"
"Cell3473",6581,15582,13157,1213,9481,1421,"Batch4"
"Cell3474",11358,24638,16007,1731,10971,1215,"Batch4"
"Cell3475",8523,21399,14724,1087,11087,1346,"Batch4"
"Cell3476",12360,25009,23949,1444,18524,1717,"Batch4"
"Cell3477",13703,27267,27620,1560,15413,1851,"Batch4"
"Cell3478",8844,23742,17012,1666,12873,1401,"Batch4"
"Cell3479",8603,22020,16411,1722,13726,1618,"Batch4"
"Cell3480",11498,29978,17486,1294,14408,1936,"Batch4"
"Cell3481",10227,33754,24694,1480,14343,1666,"Batch4"
"Cell3482",7170,17054,16934,926,8699,1234,"Batch4"
"Cell3483",6669,19658,17796,1380,11336,1179,"Batch4"
"Cell3484",10323,20018,14111,1153,12640,1076,"Batch4"
"Cell3485",7872,21068,14884,1304,11494,1799,"Batch4"
"Cell3486",4964,14098,10272,981,7456,985,"Batch4"
"Cell3487",7075,19477,15154,1041,9278,933,"Batch4"
"Cell3488",11059,25854,16227,1376,14527,1554,"Batch4"
"Cell3489",10494,19151,20372,1642,16161,1556,"Batch4"
"Cell3490",7735,20988,14415,1109,13723,1105,"Batch4"
"Cell3491",10519,18322,13620,1518,10613,1316,"Batch4"
"Cell3492",5946,19215,16715,1075,10233,974,"Batch4"
"Cell3493",6359,16788,14573,964,11154,1373,"Batch4"
"Cell3494",19735,37175,32428,2189,20559,2593,"Batch4"
"Cell3495",8031,19394,17058,1285,10436,1347,"Batch4"
"Cell3496",7105,18826,15453,1372,10800,1425,"Batch4"
"Cell3497",7699,21212,15008,1393,15323,1505,"Batch4"
"Cell3498",12707,18825,17663,1494,12126,1331,"Batch4"
"Cell3499",10724,24961,16283,1672,11968,2057,"Batch4"
"Cell3500",11423,24618,18886,1369,14251,1864,"Batch4"
"Cell3501",8748,21854,14283,1716,10329,1279,"Batch4"
"Cell3502",7881,18019,14796,1090,12608,1274,"Batch4"
"Cell3503",9170,19507,13824,1290,11761,1051,"Batch4"
"Cell3504",15879,35006,27214,2519,20128,2213,"Batch4"
"Cell3505",12293,28311,20397,2147,13470,2908,"Batch4"
"Cell3506",8472,21610,13098,1247,11119,1152,"Batch4"
"Cell3507",7838,17417,10852,1289,9207,757,"Batch4"
"Cell3508",5193,16465,12652,992,6512,1123,"Batch4"
"Cell3509",7344,19963,14535,890,9440,1041,"Batch4"
"Cell3510",12928,33656,18390,1869,13809,1622,"Batch4"
"Cell3511",7937,20257,12927,1134,12638,1277,"Batch4"
"Cell3512",7225,17972,17985,1254,11301,1464,"Batch4"
"Cell3513",7378,14273,12349,1224,9949,1045,"Batch4"
"Cell3514",5442,15497,9867,930,7857,844,"Batch4"
"Cell3515",7475,19171,16030,1156,9591,1483,"Batch4"
"Cell3516",8016,17881,16233,1131,9848,1192,"Batch4"
"Cell3517",10865,21519,19411,1499,11938,1599,"Batch4"
"Cell3518",12734,29503,24777,2501,15982,2815,"Batch4"
"Cell3519",7814,22808,16589,1206,12016,1434,"Batch4"
"Cell3520",7789,15151,12877,1114,9961,1213,"Batch4"
"Cell3521",7574,18602,13429,1236,8162,1141,"Batch4"
"Cell3522",7131,15283,13199,1120,10068,918,"Batch4"
"Cell3523",7563,19212,12996,1128,11841,1077,"Batch4"
"Cell3524",7021,14924,10493,769,7496,818,"Batch4"
"Cell3525",8935,18292,13486,1214,13464,1280,"Batch4"
"Cell3526",10408,27300,19088,1561,13146,1676,"Batch4"
"Cell3527",6263,12647,9796,1001,7765,1330,"Batch4"
"Cell3528",13062,25861,17825,1940,16176,2016,"Batch4"
"Cell3529",9844,16608,19241,1261,11885,1492,"Batch4"
"Cell3530",10659,19936,24217,1795,14206,1871,"Batch4"
"Cell3531",12321,30327,20842,1820,15966,1921,"Batch4"
"Cell3532",12432,26942,22837,1869,15374,1789,"Batch4"
"Cell3533",7027,15520,14186,1123,10635,1264,"Batch4"
"Cell3534",10570,20348,16080,1367,10643,1087,"Batch4"
"Cell3535",6700,15673,10917,1009,10562,864,"Batch4"
"Cell3536",11283,26082,15509,1569,16597,1735,"Batch4"
"Cell3537",12310,30209,16223,1622,17382,1825,"Batch4"
"Cell3538",7405,19469,14819,1185,10770,1029,"Batch4"
"Cell3539",12517,24122,21222,1747,15195,1714,"Batch4"
"Cell3540",7727,15211,14109,1338,10163,1137,"Batch4"
"Cell3541",10626,25323,19878,1623,12441,1513,"Batch4"
"Cell3542",8434,25370,15463,1293,12472,1435,"Batch4"
"Cell3543",10869,28161,26334,1768,15868,1966,"Batch4"
"Cell3544",7877,16361,13032,1043,7637,784,"Batch4"
"Cell3545",8521,24000,20129,1229,10900,1590,"Batch4"
"Cell3546",8509,21262,18296,1468,11748,1330,"Batch4"
"Cell3547",10407,20440,15611,1248,12251,1373,"Batch4"
"Cell3548",10565,23844,14402,1224,13594,1749,"Batch4"
"Cell3549",5676,17564,12202,1034,8909,918,"Batch4"
"Cell3550",5367,13774,9010,714,9105,847,"Batch4"
"Cell3551",7950,20102,15267,1158,10546,1285,"Batch4"
"Cell3552",11268,22053,14831,1578,14824,1762,"Batch4"
"Cell3553",10193,14537,12257,1326,9819,1080,"Batch4"
"Cell3554",8335,20095,13374,1344,12021,973,"Batch4"
"Cell3555",6944,27837,18987,1498,11787,1690,"Batch4"
"Cell3556",10082,18374,17502,1568,11506,1564,"Batch4"
"Cell3557",11823,25292,19212,1499,16626,1393,"Batch4"
"Cell3558",5552,14616,14493,961,8381,897,"Batch4"
"Cell3559",10370,19474,15657,1282,14627,1487,"Batch4"
"Cell3560",9251,20347,14034,1200,9763,923,"Batch4"
"Cell3561",12019,32759,22714,1716,14593,1954,"Batch4"
"Cell3562",6732,20953,11694,1171,9292,1428,"Batch4"
"Cell3563",8416,18874,17487,1278,10046,1399,"Batch4"
"Cell3564",14895,19321,16858,1469,18684,1518,"Batch4"
"Cell3565",8279,28600,20091,1474,14027,1969,"Batch4"
"Cell3566",7201,16708,14501,1203,9394,1191,"Batch4"
"Cell3567",9177,16476,17991,1540,11729,1445,"Batch4"
"Cell3568",6557,18748,15980,937,9603,970,"Batch4"
"Cell3569",7553,17733,14841,1067,9292,1191,"Batch4"
"Cell3570",9117,22663,18512,1396,12633,1730,"Batch4"
"Cell3571",8585,21838,16250,1325,10541,1296,"Batch4"
"Cell3572",6367,15881,13198,896,9579,1020,"Batch4"
"Cell3573",5858,18242,15457,1044,13189,1273,"Batch4"
"Cell3574",6902,20484,11089,1442,10210,1267,"Batch4"
"Cell3575",14561,27806,20491,2131,19390,2110,"Batch4"
"Cell3576",8405,15788,11052,876,8827,1019,"Batch4"
"Cell3577",6416,24084,15621,1483,13159,1734,"Batch4"
"Cell3578",10756,26616,16821,1778,13288,1884,"Batch4"
"Cell3579",12861,25951,24601,1749,17277,2214,"Batch4"
"Cell3580",6461,13562,9071,1007,8939,919,"Batch4"
"Cell3581",9620,24231,18848,1410,13583,1357,"Batch4"
"Cell3582",6198,11019,9110,913,8085,705,"Batch4"
"Cell3583",7136,16513,9935,900,9190,703,"Batch4"
"Cell3584",9085,23066,14536,1072,12876,1098,"Batch4"
"Cell3585",11152,20163,17000,1284,13912,1569,"Batch4"
"Cell3586",7909,17072,14609,1263,11471,1206,"Batch4"
"Cell3587",8624,18793,12983,1207,11776,1147,"Batch4"
"Cell3588",9070,21135,13660,1209,13348,1090,"Batch4"
"Cell3589",9712,25951,18736,1710,15777,1752,"Batch4"
"Cell3590",9300,24647,17620,1429,17728,1795,"Batch4"
"Cell3591",7501,16484,15863,1191,7897,1056,"Batch4"
"Cell3592",7985,18355,13862,1216,9592,1160,"Batch4"
"Cell3593",8295,21582,16357,1523,12391,1500,"Batch4"
"Cell3594",10968,25189,22980,1667,16332,1996,"Batch4"
"Cell3595",16330,40487,18065,2670,20836,2889,"Batch4"
"Cell3596",11365,26982,19167,1473,14184,1695,"Batch4"
"Cell3597",9423,18390,14791,1075,11469,1210,"Batch4"
"Cell3598",8893,19998,16417,1375,11421,1424,"Batch4"
"Cell3599",16140,28310,25122,2098,19786,2504,"Batch4"
"Cell3600",11460,26130,20071,1396,15637,1343,"Batch4"
"Cell3601",8947,13715,16098,1087,9821,1066,"Batch4"
"Cell3602",8307,18581,15138,1216,9013,1125,"Batch4"
"Cell3603",7030,13495,11866,1214,9744,1161,"Batch4"
"Cell3604",7801,15532,14464,1110,10284,1013,"Batch4"
"Cell3605",6407,15656,10956,1070,10327,1115,"Batch4"
"Cell3606",7879,15226,12780,854,10424,882,"Batch4"
"Cell3607",8878,15846,12416,1419,11990,1130,"Batch4"
"Cell3608",8307,18898,13712,953,7518,1282,"Batch4"
"Cell3609",10083,21476,10072,1156,12415,1378,"Batch4"
"Cell3610",11059,26103,20165,1345,17365,1463,"Batch4"
"Cell3611",8470,18731,14025,1422,10745,1407,"Batch4"
"Cell3612",9981,29344,22207,1733,17118,1880,"Batch4"
"Cell3613",9992,22238,17451,1192,12148,1880,"Batch4"
"Cell3614",11274,20184,20303,1388,13686,1586,"Batch4"
"Cell3615",6548,20095,15262,992,9843,1250,"Batch4"
"Cell3616",10678,25624,20163,1634,16687,1934,"Batch4"
"Cell3617",6512,17271,11306,987,9546,1251,"Batch4"
"Cell3618",8108,22553,11092,1584,10107,1307,"Batch4"
"Cell3619",10087,19541,21216,1518,12051,1888,"Batch4"
"Cell3620",7663,15406,14565,1135,9822,1102,"Batch4"
"Cell3621",8724,24039,19322,1855,11512,1703,"Batch4"
"Cell3622",7746,18553,10986,916,10920,1116,"Batch4"
"Cell3623",7332,21343,13902,1349,13259,696,"Batch4"
"Cell3624",7822,17026,16806,1139,10250,1507,"Batch4"
"Cell3625",8709,21054,16449,1326,10714,1071,"Batch4"
"Cell3626",9813,21942,19519,1269,16969,1302,"Batch4"
"Cell3627",6830,14800,11398,1051,9332,1012,"Batch4"
"Cell3628",10495,22180,16383,1568,10809,1806,"Batch4"
"Cell3629",11027,25418,20801,1705,12457,1596,"Batch4"
"Cell3630",7487,13969,11776,652,7061,861,"Batch4"
"Cell3631",9673,19388,18159,1310,14359,1617,"Batch4"
"Cell3632",9170,21397,22071,1625,13716,1650,"Batch4"
"Cell3633",8467,21062,15416,1494,13410,1227,"Batch4"
"Cell3634",9302,17689,14658,600,12095,1484,"Batch4"
"Cell3635",10713,23796,17337,1724,12795,1607,"Batch4"
"Cell3636",6049,16004,13454,958,11217,1202,"Batch4"
"Cell3637",8252,21590,13445,1215,10578,1264,"Batch4"
"Cell3638",9529,22314,16833,1298,13389,1615,"Batch4"
"Cell3639",7243,17377,13671,912,8151,1510,"Batch4"
"Cell3640",7796,10813,13786,1127,10124,1247,"Batch4"
"Cell3641",6578,11444,8085,844,6979,822,"Batch4"
"Cell3642",12904,26689,24144,1835,15040,1961,"Batch4"
"Cell3643",6658,14339,11746,954,9943,960,"Batch4"
"Cell3644",9499,21680,17987,1464,14154,1307,"Batch4"
"Cell3645",7795,21189,14264,1371,11462,1516,"Batch4"
"Cell3646",12766,31374,22997,2304,19523,2353,"Batch4"
"Cell3647",9874,20635,15139,1395,13497,1756,"Batch4"
"Cell3648",8871,20297,16027,1152,12010,1228,"Batch4"
"Cell3649",9076,20389,17972,1419,10637,1129,"Batch4"
"Cell3650",9372,20256,18833,1820,14249,1583,"Batch4"
"Cell3651",7606,18731,13364,1050,8303,1031,"Batch4"
"Cell3652",6821,21414,19148,1435,12794,1183,"Batch4"
"Cell3653",7629,23577,15860,1514,12821,1238,"Batch4"
"Cell3654",7151,15255,10495,966,10191,972,"Batch4"
"Cell3655",12049,22291,21914,1705,14922,1839,"Batch4"
"Cell3656",6616,15206,9402,914,7751,870,"Batch4"
"Cell3657",7604,22066,15829,1401,11137,1760,"Batch4"
"Cell3658",11296,21560,15795,1349,12160,1494,"Batch4"
"Cell3659",7132,16515,15457,1072,9744,1143,"Batch4"
"Cell3660",13730,27382,31331,2214,15776,1955,"Batch4"
"Cell3661",8946,20455,12788,1210,11622,1364,"Batch4"
"Cell3662",5281,14803,10436,776,5958,844,"Batch4"
"Cell3663",11577,19537,12114,1508,11905,1290,"Batch4"
"Cell3664",9457,18249,14025,1233,11891,1358,"Batch4"
"Cell3665",5918,17781,9686,989,9105,1146,"Batch4"
"Cell3666",5386,16470,12487,1081,8286,857,"Batch4"
"Cell3667",8920,12872,13999,1278,9740,934,"Batch4"
"Cell3668",11705,26220,13790,1451,11904,1812,"Batch4"
"Cell3669",9918,22443,20323,1598,14398,1922,"Batch4"
"Cell3670",6843,14760,12970,1095,6365,853,"Batch4"
"Cell3671",8289,23102,17601,1236,11383,1272,"Batch4"
"Cell3672",7751,16534,16291,1281,9879,850,"Batch4"
"Cell3673",9136,23005,15062,1288,12457,1617,"Batch4"
"Cell3674",6905,17009,12416,1151,9829,1295,"Batch4"
"Cell3675",6998,15713,8862,1040,7915,965,"Batch4"
"Cell3676",8495,23807,15562,1237,11496,1256,"Batch4"
"Cell3677",8172,20344,19003,1606,11585,1554,"Batch4"
"Cell3678",8992,17613,14783,1142,13648,1268,"Batch4"
"Cell3679",9688,25054,14873,1783,14748,1304,"Batch4"
"Cell3680",8811,18611,14423,1222,10048,953,"Batch4"
"Cell3681",6955,15775,11777,910,9325,914,"Batch4"
"Cell3682",8670,22462,15777,1211,8428,1228,"Batch4"
"Cell3683",12273,28756,21062,1652,15435,2171,"Batch4"
"Cell3684",6881,15039,12996,783,7426,858,"Batch4"
"Cell3685",10161,17866,12852,1457,11898,1615,"Batch4"
"Cell3686",12454,29427,22592,1494,14873,1613,"Batch4"
"Cell3687",12285,22797,20958,1951,16964,1390,"Batch4"
"Cell3688",9693,21149,18737,1727,13966,1912,"Batch4"
"Cell3689",6531,18388,9950,1326,10633,1013,"Batch4"
"Cell3690",10309,31027,21863,1476,19146,1469,"Batch4"
"Cell3691",6803,18030,12226,917,9574,1142,"Batch4"
"Cell3692",7528,16702,12618,1168,10125,961,"Batch4"
"Cell3693",8393,19434,12101,1140,10898,1072,"Batch4"
"Cell3694",10231,22236,16430,1310,12954,1668,"Batch4"
"Cell3695",9356,19654,16561,1145,10207,1137,"Batch4"
"Cell3696",8196,19374,12836,1287,10813,1058,"Batch4"
"Cell3697",8731,19916,13128,1214,11862,964,"Batch4"
"Cell3698",9414,19010,17158,1583,15834,1744,"Batch4"
"Cell3699",11685,24607,22449,1935,17357,1992,"Batch4"
"Cell3700",12141,24532,17016,1776,17924,1729,"Batch4"
"Cell3701",7229,18439,11245,1123,7447,1054,"Batch4"
"Cell3702",7505,23035,13691,1206,12017,1337,"Batch4"
"Cell3703",7146,21004,12736,1208,10896,1362,"Batch4"
"Cell3704",5130,11961,10453,814,8084,771,"Batch4"
"Cell3705",7745,20285,11373,1400,11337,1249,"Batch4"
"Cell3706",12530,22483,22375,1961,14277,2409,"Batch4"
"Cell3707",6984,14030,9288,1028,7558,1149,"Batch4"
"Cell3708",6687,17711,14064,874,10060,1271,"Batch4"
"Cell3709",8049,16294,13391,1420,12214,1179,"Batch4"
"Cell3710",7478,17375,15245,1903,9768,1153,"Batch4"
"Cell3711",8171,15752,11525,1145,10823,1547,"Batch4"
"Cell3712",12292,21330,22254,1264,14643,1628,"Batch4"
"Cell3713",10062,18472,15598,1413,12164,1265,"Batch4"
"Cell3714",8255,20659,14236,1277,11735,1323,"Batch4"
"Cell3715",5350,17616,11768,1274,10339,1038,"Batch4"
"Cell3716",8988,19188,12026,1555,10387,1087,"Batch4"
"Cell3717",10466,24536,14678,1924,14692,1683,"Batch4"
"Cell3718",7039,16134,9894,1184,9386,1044,"Batch4"
"Cell3719",10576,26284,24681,1679,13947,1408,"Batch4"
"Cell3720",9478,18618,16418,1452,10722,1519,"Batch4"
"Cell3721",12411,25200,17616,1959,17370,2142,"Batch4"
"Cell3722",8289,20761,13716,1298,10982,1678,"Batch4"
"Cell3723",12837,25153,19371,1571,13632,2226,"Batch4"
"Cell3724",17035,29012,27420,2046,22234,1904,"Batch4"
"Cell3725",10091,23347,18261,1405,13481,1808,"Batch4"
"Cell3726",6341,20657,14590,1191,9709,1293,"Batch4"
"Cell3727",8605,27134,16759,1463,13762,1225,"Batch4"
"Cell3728",12661,25912,22094,1435,18453,1516,"Batch4"
"Cell3729",16002,31700,26156,2307,17073,2153,"Batch4"
"Cell3730",7177,16189,10552,1332,9788,1291,"Batch4"
"Cell3731",7071,14672,12838,988,8422,1048,"Batch4"
"Cell3732",9821,25898,17410,1520,13991,1817,"Batch4"
"Cell3733",12992,31142,23325,2214,13253,2059,"Batch4"
"Cell3734",12282,35161,24095,1850,17973,2241,"Batch4"
"Cell3735",11144,20811,12267,1464,12677,1367,"Batch4"
"Cell3736",12811,32665,25165,1821,15823,2134,"Batch4"
"Cell3737",4893,12887,7531,867,7113,938,"Batch4"
"Cell3738",9963,17437,15954,1150,11252,1337,"Batch4"
"Cell3739",9053,22185,17583,1380,10905,1463,"Batch4"
"Cell3740",7548,14399,9029,1281,9488,1215,"Batch4"
"Cell3741",8355,22961,16915,1710,11239,1303,"Batch4"
"Cell3742",6565,16438,12849,996,9256,1135,"Batch4"
"Cell3743",9189,26739,13601,1741,12535,1258,"Batch4"
"Cell3744",7248,16110,13739,1118,9555,1327,"Batch4"
"Cell3745",8882,21420,14302,1339,10509,1516,"Batch4"
"Cell3746",7326,12704,9964,784,8731,805,"Batch4"
"Cell3747",5418,19233,13082,1318,9045,1128,"Batch4"
"Cell3748",5536,17220,9780,1004,8685,810,"Batch4"
"Cell3749",11092,21700,18685,1712,15315,1779,"Batch4"
"Cell3750",6759,15530,11646,718,7560,794,"Batch4"
"Cell3751",10622,29729,23912,1756,14762,1912,"Batch4"
"Cell3752",7466,17188,12926,1213,11666,1345,"Batch4"
"Cell3753",7422,25941,17867,1593,10948,1637,"Batch4"
"Cell3754",9426,18818,13929,903,13704,977,"Batch4"
"Cell3755",9227,20077,16490,1462,13953,1670,"Batch4"
"Cell3756",7397,14848,13483,1041,11904,989,"Batch4"
"Cell3757",10991,26792,16655,1677,14663,1669,"Batch4"
"Cell3758",6648,15170,14414,1133,10465,758,"Batch4"
"Cell3759",9266,25986,19551,1607,12344,1545,"Batch4"
"Cell3760",6162,13804,10806,983,7598,850,"Batch4"
"Cell3761",9902,17865,15924,1404,11676,1334,"Batch4"
"Cell3762",10597,25490,18124,1405,15572,1203,"Batch4"
"Cell3763",11810,27032,21197,1688,17802,1568,"Batch4"
"Cell3764",8200,15359,14813,1107,12590,1064,"Batch4"
"Cell3765",7918,15491,12561,926,11464,1095,"Batch4"
"Cell3766",8982,18323,14549,1219,9693,1306,"Batch4"
"Cell3767",10282,21003,21417,1729,14441,1743,"Batch4"
"Cell3768",8716,24543,14713,1435,12866,1344,"Batch4"
"Cell3769",8776,22580,15503,1543,13328,1532,"Batch4"
"Cell3770",11100,24884,18141,1425,11864,1622,"Batch4"
"Cell3771",12223,24580,20580,1823,13848,1521,"Batch4"
"Cell3772",6125,13777,10056,829,6223,861,"Batch4"
"Cell3773",8578,19066,12673,1254,9352,1162,"Batch4"
"Cell3774",10015,22572,15952,1518,8732,1192,"Batch4"
"Cell3775",8087,18007,13267,1518,12104,1033,"Batch4"
"Cell3776",11184,27296,21213,1654,15633,1444,"Batch4"
"Cell3777",7934,16345,11828,1129,7908,745,"Batch4"
"Cell3778",8213,12815,15318,1347,7925,810,"Batch4"
"Cell3779",11320,23228,18807,1262,12509,1539,"Batch4"
"Cell3780",8725,15943,14493,1172,12036,1354,"Batch4"
"Cell3781",11765,23872,17531,1711,17217,1733,"Batch4"
"Cell3782",13282,23649,16936,1443,14959,2114,"Batch4"
"Cell3783",10506,23324,14012,1435,12114,1356,"Batch4"
"Cell3784",9375,19105,13873,1251,11924,1091,"Batch4"
"Cell3785",9937,29278,18260,1364,15216,2246,"Batch4"
"Cell3786",9541,20614,16484,1164,11408,1376,"Batch4"
"Cell3787",8544,17500,11141,1296,8386,1273,"Batch4"
"Cell3788",6463,14173,12627,1273,11425,1350,"Batch4"
"Cell3789",6427,15190,10273,763,8183,1152,"Batch4"
"Cell3790",7765,18322,15873,975,11114,1057,"Batch4"
"Cell3791",10355,24590,19953,1369,16558,1533,"Batch4"
"Cell3792",7217,14700,9919,1027,10136,909,"Batch4"
"Cell3793",7374,22087,10762,1334,8946,1076,"Batch4"
"Cell3794",7050,17937,12000,890,8937,893,"Batch4"
"Cell3795",8350,15944,14562,1386,11670,1510,"Batch4"
"Cell3796",9196,16891,14984,1603,13134,1272,"Batch4"
"Cell3797",8343,18991,12602,922,9841,1298,"Batch4"
"Cell3798",7029,18297,11148,1012,9601,1022,"Batch4"
"Cell3799",6809,21983,17277,1241,9596,1414,"Batch4"
"Cell3800",7891,17939,13612,1448,11159,1545,"Batch4"
"Cell3801",7570,25855,10573,1266,11961,1260,"Batch4"
"Cell3802",9185,21839,15754,1406,11226,1260,"Batch4"
"Cell3803",7591,20319,18934,1891,11668,1599,"Batch4"
"Cell3804",9541,19958,14286,1423,12119,1344,"Batch4"
"Cell3805",12545,29362,18266,1946,14813,1640,"Batch4"
"Cell3806",5420,17268,11862,1489,8420,1225,"Batch4"
"Cell3807",16040,35873,20844,1964,15949,1784,"Batch4"
"Cell3808",9269,27138,19724,1565,12638,1792,"Batch4"
"Cell3809",13651,30599,14631,2282,14056,1572,"Batch4"
"Cell3810",12265,29379,18163,1782,15392,2013,"Batch4"
"Cell3811",11386,24071,16271,1307,12863,1421,"Batch4"
"Cell3812",6343,16603,10142,1016,8837,1198,"Batch4"
"Cell3813",9570,20055,16833,1187,11889,1181,"Batch4"
"Cell3814",7526,15084,12893,996,9114,1004,"Batch4"
"Cell3815",7946,17984,12427,927,9376,1264,"Batch4"
"Cell3816",9823,20223,16042,1117,13612,1416,"Batch4"
"Cell3817",8926,16807,16313,1254,12818,1059,"Batch4"
"Cell3818",11490,25530,19549,1783,15679,1865,"Batch4"
"Cell3819",10750,27981,17825,1648,15914,1928,"Batch4"
"Cell3820",7050,20736,15637,1009,11022,1256,"Batch4"
"Cell3821",5586,12990,10382,1020,8974,963,"Batch4"
"Cell3822",9455,13800,13951,1199,13205,1320,"Batch4"
"Cell3823",8842,19435,17394,1263,10770,1555,"Batch4"
"Cell3824",9292,24754,12298,1336,11845,1734,"Batch4"
"Cell3825",10076,21306,20922,1718,14375,1499,"Batch4"
"Cell3826",8387,19681,13318,984,10047,1174,"Batch4"
"Cell3827",8128,18135,19351,1312,9813,1317,"Batch4"
"Cell3828",9278,25563,16004,1256,13955,1601,"Batch4"
"Cell3829",10300,23727,19571,1479,14057,1437,"Batch4"
"Cell3830",5304,12586,8560,875,6685,803,"Batch4"
"Cell3831",10321,24762,16106,1594,10395,1390,"Batch4"
"Cell3832",6814,17326,14312,940,9730,1068,"Batch4"
"Cell3833",7945,17900,13678,1333,11059,1197,"Batch4"
"Cell3834",9761,28817,22715,1768,15254,1504,"Batch4"
"Cell3835",10922,32762,24039,1973,14545,2505,"Batch4"
"Cell3836",8698,26529,18238,1813,13308,1494,"Batch4"
"Cell3837",8748,18881,14600,1004,12575,1357,"Batch4"
"Cell3838",9695,23166,16782,1565,13501,1419,"Batch4"
"Cell3839",10131,21265,15857,1314,12380,1412,"Batch4"
"Cell3840",4068,11790,10559,813,5942,616,"Batch4"
"Cell3841",11519,19430,22832,1458,13642,1752,"Batch4"
"Cell3842",8560,21748,16188,1278,12634,1561,"Batch4"
"Cell3843",8712,20400,11274,1577,10874,1323,"Batch4"
"Cell3844",8315,17694,11546,1288,10103,1168,"Batch4"
"Cell3845",7896,18127,11861,1284,9460,996,"Batch4"
"Cell3846",8997,18141,15109,1615,11568,1182,"Batch4"
"Cell3847",8458,20754,18062,1528,12693,1274,"Batch4"
"Cell3848",6482,15396,16699,1044,10863,1276,"Batch4"
"Cell3849",8706,21820,12918,1133,11139,1168,"Batch4"
"Cell3850",8954,17100,15021,1056,10128,1155,"Batch4"
"Cell3851",7734,17256,13531,1048,10231,1531,"Batch4"
"Cell3852",8748,21957,16635,1580,11598,1285,"Batch4"
"Cell3853",9288,20463,17546,1167,9080,1233,"Batch4"
"Cell3854",5935,19329,10606,1092,8791,1025,"Batch4"
"Cell3855",7541,13160,12189,1365,7197,1328,"Batch4"
"Cell3856",8896,18565,15844,1110,10634,1287,"Batch4"
"Cell3857",6702,15182,10661,1026,9505,975,"Batch4"
"Cell3858",7281,14424,13949,1031,7399,825,"Batch4"
"Cell3859",8180,23579,14997,1435,10907,1811,"Batch4"
"Cell3860",9511,21913,18961,1410,12805,1263,"Batch4"
"Cell3861",11978,26828,19343,1421,12142,1739,"Batch4"
"Cell3862",12586,22377,19397,1811,12387,1423,"Batch4"
"Cell3863",8059,16516,12146,1099,11278,1103,"Batch4"
"Cell3864",10803,29653,16879,1228,14295,1232,"Batch4"
"Cell3865",9017,21882,19712,1895,13992,1670,"Batch4"
"Cell3866",6934,22706,15552,1064,13230,1419,"Batch4"
"Cell3867",12481,28862,17124,1512,13481,1884,"Batch4"
"Cell3868",6896,13912,12885,1286,10986,995,"Batch4"
"Cell3869",14508,27791,17315,1967,12607,2022,"Batch4"
"Cell3870",7251,14524,15080,1132,7654,947,"Batch4"
"Cell3871",7016,15397,11134,927,8923,1108,"Batch4"
"Cell3872",7663,19153,11640,1082,11734,1164,"Batch4"
"Cell3873",8472,24505,18255,1586,10133,1646,"Batch4"
"Cell3874",10495,21698,20817,1580,14977,2191,"Batch4"
"Cell3875",11107,23241,16296,1607,14029,1802,"Batch4"
"Cell3876",9244,21961,17495,1535,11403,1701,"Batch4"
"Cell3877",11147,21221,18228,1594,16121,1081,"Batch4"
